date,new_daily_cases,confirmed and probable,active,recovered,deaths,new_daily_deaths,total_hospital,total_ICU,active_hospital,active_ICU,test to date,test_daily_diff,active_non_ICU,daily_recovery
08/20/2021,44,58176,303,56685,1188,0,62,15,13,4,905294,1927,9,36
08/21/2021,46,58222,,,,0,,,,,,0,,
08/22/2021,36,58258,,,,0,,,,,,0,,
08/23/2021,24,58283,345,56750,1188,0,63,16,18,5,909797,4503,13,65
08/24/2021,40,,362,,1188,,64,18,,,,0,,
08/25/2021,105,58425,412,56824,1189,1,64,19,16,4,913756,3959,12,74
08/26/2021,56,58479,443,56847,1190,1,65,21,18,4,915769,2013,14,23
08/27/2021,31,58506,430,56887,1189,0,65,21,19,5,917724,1955,14,40
08/28/2021,,,,,,,,,,,,,,
08/29/2021,,,,,,,,,,,,,,
08/30/2021,34,58681,503,56989,1189,0,65,18,23,6,923548,5824,17,102
08/31/2021,34,58710,483,57038,1189,0,63,18,19,6,925088,1540,13,49
09/01/2021,57,58759,495,57074,1190,1,65,12,22,3,927448,2360,19,36
09/02/2021,36,58793,430,57171,1192,2,70,15,27,3,929868,2420,24,97
09/03/2021,56,58845,440,57213,1192,0,66,10,23,2,932111,2243,21,42
09/04/2021,42,58887,,,,,,,,,,0,,
09/05/2021,48,58935,,,,,,,,,,0,,
09/06/2021,33,58968,,,,,,,,,,0,,
09/07/2021,36,59000,422,57380,1198,6,74,12,32,6,938835,6724,26,167
09/08/2021,52,59052,438,57416,1198,0,74,15,31,9,940919,2084,22,36
09/09/2021,54,59100,456,57445,1199,1,77,16,35,10,943304,2385,25,29
09/10/2021,105,59203,539,57464,1200,1,75,15,36,9,946019,2715,27,19
09/11/2021,72,,,,,,,,,,,0,,
09/12/2021,58,,,,,,,,,,,0,,
09/13/2021,41,59368,569,57597,1202,3,69,14,29,7,951975,5956,22,133
09/14/2021,56,59420,576,57643,1201,,68,14,28,6,954220,2245,22,46
09/15/2021,49,59466,584,57679,1203,2,69,15,29,7,956596,2376,22,36
09/16/2021,64,59526,599,57724,1203,0,62,12,26,5,959512,2916,21,45
09/17/2021,88,59612,629,57779,1204,1,72,13,37,7,962409,2897,30,55
09/18/2021,54,,,,,,,,,,,0,,
09/19/2021,60,,,,,,,,,,,0,,
09/20/2021,42,59759,598,57956,1205,1,66,14,32,8,970568,8159,24,177
09/21/2021,66,59822,607,58009,1206,1,71,14,35,7,972934,2366,28,53
09/22/2021,70,59880,592,58081,1207,1,73,15,37,7,975735,2801,30,72
09/23/2021,67,59944,496,58241,1207,0,68,14,35,9,979024,3289,26,160
09/24/2021,60,60000,499,58294,1207,0,66,15,34,10,982970,3946,24,53
09/25/2021,100,,,,,,,,,,,0,,
09/26/2021,113,,,,,,,,,,,0,,
09/27/2021,93,60294,646,58439,1209,2,77,19,43,14,993150,10180,29,145
09/28/2021,42,60333,613,58509,1211,2,82,19,45,13,995078,1928,32,70
09/29/2021,114,60443,668,58564,1211,0,86,20,48,14,998699,3621,34,55
09/30/2021,115,,,,,,,,,,,0,,
10/01/2021,78,60628,712,58705,1211,0,92,19,60,14,1005687,6988,46,141
10/02/2021,121,,,,,,,,,,,0,0,
10/03/2021,120,,,,,,,,,,,0,0,
10/04/2021,83,60943,814,58916,1213,2,98,18,64,13,1014482,8795,51,211
10/05/2021,102,61038,845,58980,1213,0,94,18,59,13,1016779,2297,46,64
10/06/2021,95,61126,858,59054,1214,1,92,17,57,11,1019996,3217,46,74
10/07/2021,132,61257,868,59174,1215,1,85,15,45,9,1024148,4152,36,120
10/08/2021,130,61385,927,59241,1217,2,90,14,48,9,1027761,3613,39,67
10/09/2021,90,,,,,3,,,,,,0,0,
10/10/2021,114,,,,,2,,,,,,0,0,
10/11/2021,79,,,,,,,,,,,0,0,
10/12/2021,66,61721,928,59569,1224,2,85,16,48,11,1037630,9869,37,328
10/13/2021,79,61796,923,59649,1224,0,94,15,58,10,1039644,2014,48,80
10/14/2021,107,61900,962,59712,1226,2,93,17,59,12,1042375,2731,47,63
10/15/2021,92,61987,963,59794,1230,4,92,16,53,12,1046350,3975,41,82
10/16/2021,108,,,,,0,,,,,,,0,
10/17/2021,88,,,,,0,,,,,,,0,
10/18/2021,51,62630,976,60023,1231,1,90,16,52,11,1054101,7751,41,229
10/19/2021,102,62332,1007,60091,1234,3,92,14,56,10,1056264,2163,46,68
10/20/2021,51,62383,998,60150,1235,1,87,19,55,16,1058804,2540,39,59
10/21/2021,92,62469,926,60308,1235,0,87,20,56,17,1062342,3538,39,158
10/22/2021,130,62588,954,60399,1235,0,87,20,59,17,1065409,3067,42,91
10/23/2021,107,62695,,,1236,1,,,,,,,,
10/24/2021,149,62844,,,1237,1,,,,,,,,
10/25/2021,78,62907,1071,60599,1237,0,83,20,58,16,1073161,7752,42,200
10/26/2021,73,62977,1069,60671,1237,0,78,17,53,13,1075317,2156,40,72
10/27/2021,130,63099,1121,60738,1240,3,83,22,59,18,1078499,3182,41,67
10/28/2021,116,63212,1153,60815,1244,4,82,24,56,19,1082323,3824,37,77
10/29/2021,141,63353,1217,60890,1246,2,85,25,60,20,1085437,3114,40,75
10/30/2021,97,63450,,,1247,1,,,,,,,,
10/31/2021,149,63599,,,1247,0,,,,,,,,
11/01/2021,96,63688,1273,61167,1248,1,98,25,71,20,1092303,6866,51,277
11/02/2021,127,63809,1303,61257,1249,1,104,24,77,18,1094672,2369,59,90
11/03/2021,128,63931,1345,61335,1251,2,106,23,78,17,1097265,2593,61,78
11/04/2021,154,64083,1145,61685,1253,2,115,24,86,19,1101265,4000,67,350
11/05/2021,130,64209,1147,61806,1256,3,118,24,88,19,1104918,3653,69,121
11/06/2021,183,64392,,,1260,4,,,,,,,0,
11/07/2021,155,64547,,,1262,2,,,,,,,0,
11/08/2021,156,64701,1377,62062,1262,0,141,26,112,18,1113563,8645,94,256
11/09/2021,185,64878,1438,62174,1266,4,138,28,109,21,1116018,2455,88,112
11/10/2021,143,65017,1457,62292,1268,2,143,28,111,21,1118995,2977,90,118
11/11/2021,166,65205,,,1269,1,,,,,,,,
11/12/2021,193,65371,1489,62613,1269,0,145,30,110,23,1126227,7232,87,321
11/13/2021,140,65511,,,,0,,,,,,,,
11/14/2021,102,65613,,,1272,3,,,,,,,,
11/15/2021,157,65763,1499,62991,1273,1,146,31,111,24,1132908,6681,87,378
11/16/2021,99,65856,1445,63137,1274,1,157,29,119,22,1135163,2255,97,146
11/17/2021,162,66009,1452,63281,1276,2,152,30,111,24,1137974,2811,87,144
11/18/2021,179,66184,1404,63499,1281,5,157,30,111,24,1141753,3779,87,218
11/19/2021,201,66378,1449,63644,1285,4,154,27,107,27,1145164,3411,80,145
11/20/2021,164,66542,1613,63644,1286,1,,,,,,,,0
11/21/2021,159,66701,1772,63644,1290,4,,,,,,,,0
11/22/2021,136,66826,1528,64006,1292,2,152,24,107,18,1153020,7856,89,362
11/23/2021,129,66952,1523,64133,1296,4,154,25,107,19,1154757,1737,88,127
11/24/2021,147,67092,1537,64256,1299,3,153,22,107,17,1157516,2759,90,123
11/25/2021,183,67275,1493,64478,1304,5,136,24,86,17,1161717,4201,69,222
11/26/2021,153,67420,1516,64599,1305,1,134,24,83,17,1164569,2852,66,121
11/27/2021,124,,,,1311,6,,,,,,,,
11/28/2021,132,,,,1315,4,,,,,,,,
11/29/2021,86,67753,1493,64945,1315,0,142,25,98,19,1171960,7391,79,346
11/30/2021,128,67877,1418,65140,1319,4,,,,,1173932,1972,0,195
12/01/2021,124,67999,1383,65295,1321,2,143,24,93,17,1177017,3085,76,155
12/02/2021,172,68166,1356,65486,1324,3,147,24,92,16,1180395,3378,76,191
12/03/2021,147,68308,1403,65577,1328,4,141,23,88,16,1183325,2930,72,91
12/04/2021,191,68499,,,,2,,,,,,,,
12/05/2021,211,68710,,,,3,,,,,,,,
12/06/2021,137,68845,1613,65898,1334,1,152,30,104,24,1191010,7685,80,321
12/07/2021,93,68938,1565,66035,1338,4,152,32,95,24,1193572,2562,71,137
12/08/2021,178,69113,1638,66134,1341,3,135,34,95,26,1196452,2880,69,99
12/09/2021,203,69314,1623,66347,1334,3,145,35,89,27,1200082,3630,62,213
12/10/2021,198,69507,1691,66471,1345,1,142,35,87,27,1203473,3391,60,124
12/11/2021,163,69670,,,1349,4,,,,,,,,
12/12/2021,163,69833,,,1352,3,,,,,,,,
12/13/2021,152,69979,1700,66926,1353,1,142,34,90,26,1211614,8141,64,455
12/14/2021,164,70140,1724,67061,1355,2,135,34,85,26,1214404,2790,59,135
12/15/2021,206,70340,1779,67204,1357,2,139,34,88,26,1217584,3180,62,143
12/16/2021,218,70551,1753,67439,1359,2,139,33,85,23,1221147,3563,62,235
12/17/2021,239,70785,1799,67626,1360,1,139,33,84,24,1224739,3592,60,187
12/18/2021,276,71061,,,,3,,,,,,,,
12/19/2021,333,71394,,,,2,,,,,,,,
12/20/2021,200,71590,2183,68041,1366,1,137,27,86,21,1233761,9022,65,415
12/21/2021,302,71888,2316,68206,1366,0,133,26,84,19,1237269,3508,65,165
12/22/2021,400,72283,2622,68293,1368,2,137,24,91,18,1240802,3533,73,87
12/23/2021,556,72834,2933,68532,1369,1,144,28,95,21,1244692,3890,74,239
12/24/2021,,,,,1369,0,,,,,,,,
12/25/2021,785,,,,1372,3,,,,,,,,
12/26/2021,694,,,,1374,2,,,,,,,,
12/27/2021,675,75717,5724,68615,1378,3,158,25,114,20,1259338,14646,94,83
12/28/2021,825,76539,6546,68610,1383,5,164,27,121,22,1262619,3281,99,-5
12/29/2021,947,77485,7488,68613,1384,1,183,29,141,25,1266474,3855,116,3
12/30/2021,1123,78606,8418,68801,1387,3,190,29,147,25,1269883,3409,122,188
12/31/2021,1494,80096,9924,68780,1392,5,192,30,148,27,1274354,4471,121,-21
1/1/2022,1753,81849,,,1397,5,,,,,,,,
1/2/2022,1939,83788,,,1397,0,,,,,,,,
1/3/2022,1721,85507,15318,68791,1398,1,228,32,186,30,1288252,13898,156,68791
1/4/2022,1757,87263,17076,68787,1400,2,251,32,209,30,1292997,4745,179,-4
1/5/2022,1790,89050,18844,68804,1402,2,252,30,211,29,1299234,6237,182,17
1/6/2022,2548,91587,21277,68902,1408,6,263,33,222,32,1305482,,,
